Continent_Of_Death	Country_Of_Death	Location_Of_Death	Dead_Host_Order	BirdTree_Dead_Host_Species	Dead_Host_Native_To	Host_Native_Or_Not	Host_Captive_Or_Wild	Host_Age	Naive_To_Parasite	Parasite_Genus	Parasite_Cytb_Lineage	SESMPD	Parasite_Distribution	Authors_State_Caused_Or_Associated_W_Death	Pathology_Or_Stated_Cause_Of_Death	Paper_Title	Year	Citation	Notes
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	SEIAUR01	-1.03	North America	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	SEIAUR01	-1.03	North America	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Anseriformes	Somateria_mollissima	Holarctic (coastal)	Native	Captive	Unknown	Naive	Plasmodium	CATUST05	-0.69	"North America,South America"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	"""Somateria mollissima"" selected as representative species, but authors state three species of eider were studied (records by species not given). This species was selected as 'na夫e' as eiders are marine waterfowl that are unlikely to be exposed to this parasite that typically infects landbirds."
North America	USA	New York	Anseriformes	Somateria_mollissima	Holarctic (coastal)	Native	Captive	Unknown	Naive	Plasmodium	CATUST05	-0.69	"North America,South America"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	"""Somateria mollissima"" selected as representative species, but authors state three species of eider were studied (records by species not given). This species was selected as 'na夫e' as eiders are marine waterfowl that are unlikely to be exposed to this parasite that typically infects landbirds."
North America	USA	New York	Anseriformes	Somateria_mollissima	Holarctic (coastal)	Native	Captive	Unknown	Naive	Plasmodium	CATUST05	-0.69	"North America,South America"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	"""Somateria mollissima"" selected as representative species, but authors state three species of eider were studied (records by species not given). This species was selected as 'na夫e' as eiders are marine waterfowl that are unlikely to be exposed to this parasite that typically infects landbirds."
North America	USA	New York	Anseriformes	Somateria_mollissima	Holarctic (coastal)	Native	Captive	Unknown	Naive	Plasmodium	CATUST05	-0.69	"North America,South America"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	"""Somateria mollissima"" selected as representative species, but authors state three species of eider were studied (records by species not given). This species was selected as 'na夫e' as eiders are marine waterfowl that are unlikely to be exposed to this parasite that typically infects landbirds."
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	CATUST05	-0.69	"North America,South America"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	WW3	-0.56	"Africa,Europe,North America,South America"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	WW3	-0.56	"Africa,Europe,North America,South America"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	WW3	-0.56	"Africa,Europe,North America,South America"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Charadriiformes	Larosterna_inca	South America (coastal)	Not	Captive	Unknown	Naive	Plasmodium	PADOM09	0.41	"North America,South America"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	
North America	USA	New York	Anseriformes	Somateria_mollissima	Holarctic (coastal)	Native	Captive	Unknown	Naive	Plasmodium	GRW04	-1.22	"Africa,Asia,Europe,North America,Oceania,South America"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	"""Somateria mollissima"" selected as representative species, but authors state three species of eider were studied (records by species not given). This species was selected as 'na夫e' as eiders are marine waterfowl that are unlikely to be exposed to this parasite that typically infects landbirds."
North America	USA	New York	Anseriformes	Somateria_mollissima	Holarctic (coastal)	Native	Captive	Unknown	Naive	Plasmodium	PADOM11	-1.7	"North America,South America"	Associated_with_death	"Pg. 143: "" Due to the retrospective nature of this study, it was not possible to definitively determine from necropsy findings if Plasmodium infection was the primary cause of mortality or was acting synergistically with other pathologies to lead to death."""	"Analysis of Plasmodium lineages identified in captive penguins (Sphenisciformes spp.), eiders (Somateria spp.), and inca terns (Larosterna inca) in a North American zoological collection "	2020	Spottiswoode et al.	"""Somateria mollissima"" selected as representative species, but authors state three species of eider were studied (records by species not given). This species was selected as 'na夫e' as eiders are marine waterfowl that are unlikely to be exposed to this parasite that typically infects landbirds."
South America	Brazil	Espirito Santo	Procellariiformes	Puffinus_puffinus	Pelagic	Not	Captive	Adult	Naive	Plasmodium	PADOM09	0.41	"North America,South America"	Caused_death	"Pg. 6: ""A blood smear produced post-mortem revealed high Plasmodium parasitemia (19.5 parasites per 100 erythrocytes). "" Pg. 7 ""Post-mortem examination revealed moderate lung congestion and hemorrhage, moderate splenomegaly and spleen congestion, diffuse mild gastrointestinal congestion, and mild brain congestion"" Pg. 8 ""To our knowledge, this is the first report of Plasmodium for the genus Puffinus and the first case of lethal avian malaria in Procellariiformes."""	First report of avian malaria in a Manx shearwater (Puffinus puffinus)	2020	Vanstreels et al.	
